6,11,1,6,2,11,11,2,6,1,2,1,1,11,2,6
9,10,3,10,10,1,10,1,3,9,3,1,9,9,1,3
10,15,2,15,10,2,6,15,6,6,6,10,10,2,15,2
4,10,14,4,10,10,9,9,14,4,9,10,14,9,14,4
10,7,7,10,11,7,2,2,2,10,2,7,11,11,10,11
15,1,3,11,3,1,11,11,11,3,15,15,15,1,1,3
15,15,15,4,2,4,5,2,15,4,2,5,4,5,2,5
1,10,1,3,9,9,9,10,10,3,1,3,10,3,1,9
2,10,7,11,7,7,2,11,11,2,11,2,10,10,7,10
10,9,4,10,4,9,4,10,14,14,14,4,9,14,10,9
5,15,9,11,5,15,9,9,5,15,11,11,15,9,5,11
11,1,15,11,15,11,3,3,15,1,1,3,11,1,3,15
4,3,8,4,3,4,14,8,14,14,14,3,8,3,8,4
6,10,10,12,12,6,10,4,6,4,12,10,12,6,4,4
15,5,11,11,9,9,5,11,15,15,9,9,11,5,15,5
10,14,14,14,10,9,9,4,10,10,14,4,9,9,4,4
4,6,6,12,4,10,6,10,12,6,10,12,12,4,4,10
4,3,4,14,8,8,14,3,4,14,4,3,14,3,8,8
8,1,8,1,8,14,8,14,1,9,9,14,9,9,1,14
11,11,5,5,9,9,5,5,13,9,11,13,11,9,13,13
11,2,7,11,10,2,10,10,7,2,11,2,7,7,11,10
7,3,13,7,7,13,13,12,12,3,3,12,13,7,3,12
7,14,7,14,13,14,7,13,9,14,13,9,13,7,9,9
11,9,9,15,9,9,15,11,5,5,15,11,5,15,5,11
11,8,15,11,12,8,8,11,11,12,15,15,8,12,12,15
10,4,14,9,9,14,14,10,9,4,14,10,4,4,10,9
11,1,11,1,3,11,3,11,15,1,15,1,3,15,3,15
11,7,12,1,12,11,11,7,12,1,7,7,1,1,12,11
12,6,12,10,6,4,4,10,12,4,10,6,4,6,10,12
3,8,8,8,4,4,14,3,4,4,3,14,14,3,8,14
4,14,8,3,3,14,8,14,3,8,14,4,4,8,3,4
7,9,14,14,7,9,13,13,13,14,14,7,13,9,7,9
10,11,2,10,7,7,10,10,2,2,11,2,11,11,7,7
13,5,13,13,11,11,13,9,9,11,9,5,5,9,5,11
15,12,11,15,8,8,8,12,15,11,11,11,8,12,12,15
4,4,12,6,12,10,12,6,10,6,10,4,10,6,4,12
1,1,15,11,3,3,1,15,11,11,15,3,11,1,15,3
14,1,1,14,14,1,1,8,9,9,8,9,8,9,8,14
4,8,14,4,8,14,3,3,8,3,3,14,8,4,14,4
13,13,11,5,5,5,9,11,5,9,11,9,13,13,11,9
15,1,3,3,3,3,1,15,11,15,15,1,11,11,11,1
11,11,5,9,15,15,11,5,9,15,9,5,11,15,9,5
1,3,3,10,3,1,9,10,3,9,9,9,1,10,10,1
15,11,11,8,12,8,12,15,11,15,12,8,8,15,12,11
11,11,7,1,1,7,12,1,7,7,1,12,12,11,11,12
6,1,11,6,11,6,6,2,11,1,2,11,2,1,2,1
14,7,7,13,9,7,9,13,7,14,9,14,13,13,14,9
15,8,8,15,11,12,15,12,11,8,12,12,8,11,11,15
12,10,12,6,12,4,10,4,4,6,6,12,4,6,10,10
1,1,12,12,7,12,1,12,11,7,11,11,7,1,11,7
2,2,4,15,5,15,4,2,15,5,5,2,5,4,4,15
10,2,11,10,2,11,11,11,7,7,10,2,2,7,7,10
12,13,3,12,13,7,3,12,13,3,7,7,7,3,12,13
3,1,3,15,3,1,11,15,11,3,15,1,11,15,1,11
11,2,10,2,10,7,2,10,7,2,7,11,11,11,7,10
14,7,13,14,9,7,13,14,13,9,7,13,14,9,7,9
15,15,12,11,11,15,8,8,15,8,8,12,11,12,12,11
10,12,10,4,4,6,10,6,12,6,10,12,4,12,6,4
3,7,7,12,12,3,13,12,3,7,13,7,12,13,3,13
11,1,3,15,1,3,15,15,11,1,15,3,11,3,1,11
2,6,11,1,11,2,11,2,6,1,11,1,6,6,1,2
8,9,8,1,1,14,14,1,9,8,8,14,1,14,9,9
1,12,11,12,11,1,11,7,11,7,7,12,1,7,1,12
9,5,11,9,11,15,11,15,15,5,11,9,5,15,5,9
1,10,9,10,3,10,9,3,3,9,1,9,1,10,3,1
12,13,7,12,3,7,7,3,3,13,12,13,7,12,13,3
9,13,11,9,5,5,13,9,13,11,9,11,5,13,5,11
12,12,8,12,15,8,12,8,8,11,15,15,11,15,11,11
8,4,4,8,14,3,4,14,3,3,4,14,14,8,3,8
6,10,6,15,2,15,10,6,2,6,15,10,2,15,10,2
